user,comment,time,votes
@gemini-z9s1o,hebaaaat........ dapat ilmu yang sangat berbobot.... level dasar sampai high level......dan sangat mudah dimengerti oleh orang awam seperti saya.,1 day ago,0
@achmadefendi12,Sehat sehat pak pur dan pak gita,19 hours ago,0
@nanasuzana7955,Pembicaraan berbobot dan sangat mendukung usaha mencetak orang Indonesia menjadi lebih lebih pintar lagi untuk kemajuan Indonesia.,1 day ago,0
@medy288,Luar biasa... spti mendapat pencerahan ditengah kegelapan..  terima kasih pak gita dan pak Purbawa.,1 day ago,0
@marolopnainggolan8483,Podcast pak gwirjawan yang saya tunggu ❤,1 day ago,0
@nontonhoror-qq6ht,Senang sekaliii dengan vidio ini🙏🏻,1 day ago,0
@adhityahanggadaputra1974,Terima kasih,20 hours ago,0
@apriiiie7603,"Berasa pinter nih gw dengerin podcast ini,pdhl gak ngerti2 amat....😂
Pokoke kl Pak Purbaya ngomong,jd ikutan positive vibes aja....
Bismillah ya Pak....indonesia bisa💪",1 day ago,0
@Jalan_Receh,Senang sekali melihat pembicaraan 2 orang hebat 🤩,1 day ago,0
@julyza23,"Terima kasih banyak Pak Gita, sangat beruntung bisa mendengar obrolan seperti ini. Menambah pengetahuan tentang sektor ekonomi🙏🏻",1 day ago,0
@calvingamingofficial1740,"Realize klo dlu jaman kuliah aku jarang baca buku 😅 seandainya boleh diulang lg, pengen belajarrrr yg bener.",21 hours ago,1
@endrasuyitno1048,Mantap terimakasih Pak Gita Pak Purbaya,1 day ago,0
@umarsetyadi,Terima Kasih Sudah Mencerahkan Untuk NKRI ❤❤❤❤❤,1 day ago,0
@AldianAhmad46,Tiba tiba muncul diberanda ya walaupun ga begitu ngerti tapi suka aja liatnya😊,1 day ago,0
@esaapechan3889,"keren bgt dari awal sampai akhir gak ada iklannya waw,",1 day ago,0
@norristaulil1658,seru euy,21 hours ago,0
@nongkithinkifriendly4626,Nah enak nih podcastnya ❤❤❤,1 day ago,0
@BangjaliChanel1586,❤❤❤❤❤❤❤❤❤❤istimewa,27 minutes ago,0
@budhipanca4939,"Sangat menginspirasi 2 orang hebat ini. Keren, terima kasih Endgame.",1 day ago,0
@wisnupratama9670,"Terimakasih pak, Saya menjadi Optimis untuk negara Indonesia maju",1 day ago,0
@debeeiskandar2050,Idola ku pak purbaya dan pak gita,1 day ago,0
@sudarmansudarman6687,Obrolan menkeu & Gita yg membuka wawasan saya sebagai guru math,1 day ago,0
@AuliaNurFebrianti,Sehat sehat ya Bapak berdua💚,1 day ago,0
@rijalulhuda8339,big applause....,5 hours ago,0
@muhammadkevinadzanni7266,mewahh,20 hours ago,0
@edwardwijaya2736,2 orang hebat kalo berdiskusi yah seperti ini,1 day ago,0
@endahwidyanti5303,Pasti Daging semua...layak disimak 🎉🎉❤,1 day ago,0
@maullanaskindey5326,Mewaaaaaaaaaaah super daging🔥,1 day ago,0
@rahaiun_fitri,Mencoba mengikutin obrolan  2 orang pintar.  🫠,16 hours ago,0
@rahmatmansyur7661,tks podcastnya👍👍👍,1 day ago,0
@yuliaq2209,"Daging nih, thank you pak Gita!",1 day ago,0
@sherlyandriani3815,Podcast yg keren,12 hours ago,0
@sriitaaleminakembaren2967,"semangat Pak Pur, fokus on your part Pak. Terima kasih Pak Gita yang menyicil transparansi melalui podcast ini.",1 day ago,0
@neversea5365,EXCELLENT 😊,1 day ago,0
@sparliah,"Nah betul tuh, para pemda harus diedukasi dalam membuat anggaran , kadang mereka hanya membuat anggaran hanya dieskalasikan dari tahun sebelum nya",1 day ago (edited),0
@bergurau_ai,"keren sekali, betul betul berisi ni pembahasan. sangat bermanfaat",1 day ago,0
@AgamTriyogaLongTime123,Luar biasa,12 hours ago,0
@xperiencereal,Memang pinter memang pak Pur!,1 day ago,0
@andreasyna,sangat menarik !!!,1 day ago,0
@jambankuniing,teriimakasih pak 🙏,1 day ago,0
@RullyOie,Podcast ini SUPERB sekali!!! 🔥🔥🔥,1 day ago,0
@ahmadalkhaidar2,"Hormat sebesar-besar kepada Pak Gita, Menteri Keuangan RI Pak Purbaya dan juga Presiden RI Pak Prabowo atas cita cita dan niat baiknya. Ya Allah Ya Rab  Mudahkanlah dan lancarkanlah niat baik mereka serta hilangkanlah segala halangan dan rintangan yang akan dihadapi mereka. Aamiin.",1 day ago (edited),0
@dzfiddin6013,Ada pak purbaya saya tonton.. Terimakasih pak,1 day ago,0
@adieA7X,"Matur Nuwun, Pak Gita...",1 day ago,0
@eggifirmansyah9656,Jauh dari merasa guru ada beban..bravo pa pur pa gita,1 day ago,0
@patrissabuna2603,"Indonesia tidak kekurangan orang pintar, tapi kekurangan banyak orang jujur.",20 hours ago (edited),0
@anjalolong,"Great podcast, Thank you Mr. Gita. ❤",11 hours ago,0
@dimitriprabhataaryosasongk5045,Terima kasih Pak !!,23 hours ago,0
@David301191,"Keren pembahasannya, makasih Pak Gita ❤️",1 day ago,0
@purwiba5090,Blom 24 jam udh 200rb yg nntn luar biasa pak purbaya ini,1 day ago,0
@AhmadS-nm8ky,kereeeen,1 day ago,0
@budiawan-e4s,Setup nya enak bat sma grading nya pas angle kamera juga good 🔥🔥,1 day ago (edited),0
@iriantipraptiana9648,Keren pak Purbaya...,1 day ago,0
@ashariai3274,"Salah 1 Podcast terkeren yanh pernah saya nonton. Saya berharap pemerintah benar2 memikirkan bahwa membangun negara ini salah satunya diisi orang2 pandai yang membangun negara, bukan generasi2 yg dicekokin konten tiktok dll sehingga waktu mereka habis untuk scrolling",1 day ago,0
@VibeWithTwistzz,Perbanyak podcast² seperti ini❤❤,1 day ago,0
@fathurrohman8845,Memang jos jis,1 day ago,0
@andien_fitri,"Gaswat ini, gw jatuh cinta pada kedua bapak2 ini. MasyAllah pada pinter2 bget ini. Butuh obat pintar ini, biar cepat pinter kek bapak2 ini haha..",7 hours ago,0
@yoggiesd,Thanks!,1 day ago,1
@mohamadandi5881,"Podcast yg sangat berkualitas, terimakasih Pa Gita, Pa Purbaya...",1 day ago,0
@ryanzulfifa21,"terima kasih, pak Gita Irawan Wirjawan 🎉",1 day ago,0
@noniwartabone9520,"semoga kedepannya guru masa depannya cerah,,, insyaa Allah pak Purbaya akan mewujudkan gaji guru lebih manusiawi",1 day ago,0
@hafidadiatma5875,"Juli agustus september turun, oktober naik, desember turun lagi kasus illegal logging penyebab banjir😂",1 day ago,2
@mahendrasunarno7896,Kelas ini❤❤❤,1 day ago,0
@liverpoolinshort,Amazing,1 day ago,0
@khabibnurmagomedov695,"Next undang wapres, dong.. bahas AI dan blockchain, sepertinya akan daging juga obrolannya..",9 hours ago,1
@danuduklun,Keren ini acaranya ❤,1 day ago,0
@KentangRebus471,28:04 I love his response here lmao,1 day ago,1
@erlirahmah438,Makin yakin buat lanjut sekolah setelah keadaan mulai stabil🤲,1 day ago,0
@ofanchanel4366,Termotivasi untuk ambil S2 ekonomi,14 hours ago (edited),0
@muhammaddimasaditya7111,"soal whoosh, yang menyebalkan adalah pada saat itu, pemilik otoritas seakan-akan abai dengan himbauan-himbauan yang ada.

tapi ya it is what it is, semoga apa yang tengah diusahakan dalam mendorong pertumbuhan ekonomi berjalan secara optimal dan menghasilkan sesuatu yang positif.",4 hours ago,0
@wardanash460,"Sejenak terdiam ""BIARKAN SAYA TUMBUHKAN EKONOMI DULU"" 
BARAKALLAH PAK PUR",3 hours ago,0
@Furellecaw,obrolan berkualitas,1 day ago,0
@TheOnran,Terima kasih bapak berdua 🇮🇩✊ banyak ilmu yg kami cerap..optimis Indonesia akan lebih baik untuk anak cucu kita ♥️♥️,1 day ago,0
@buasbuas6782,5 minutes standing ovation... 👏,1 day ago (edited),0
@hardwired66,mantap dan agak ngakak 😂,1 day ago,1
@AuliaAbundance,"Saya single parents bawa enam anak, lagi banyak2nya biaya, dengerin ini beneran daging bgt ngobatin trauma Finansial....",10 hours ago,0
@AdityaPratama-em9lh,"Terima kasih Pak Gita dan Pak Purbaya, obrolannya terlalu eksklusif dan sangat mudah dimengerti",1 day ago,0
@Fuad12-is1ei,"PODCAST tergosks, sehat-sehat njeh pak pur & pak gita 🇮🇩🇮🇩🇮🇩",1 day ago,0
@ghiyasalfarisi,"Mendengar percakapan pak purbaya dan pak gita, semakin optimis bahwa Indonesia bisa bersinar leih cepat akan tetapi ada ""hambatan"" bahasa halus pak purbaya yang tidak sesuai dengan kepemimpinan tertinggi, lekas pulih Indonesiaku.",1 day ago (edited),2
@sangpetualangv7539,"Ini baru kelasss , 2 2 nya orang hebat",10 hours ago,0
@agungwidiadi,Keren habis👍,1 day ago,0
@tonggisumihar46,saling berdiskusi dan keduanya paham ekonomi. mantap,1 day ago,0
@skotsful,superrrrrrrrrr,1 day ago,0
@andrianlaksana9354,Idola gw nih...,1 day ago,0
@SupandiSagala-v8h,Idola gue bro ❤,1 day ago,0
@dwinaaulia7692,sehat sehat pak purrrr,1 day ago,0
@ecopoer9370,closing statement keren pak pur...,1 day ago,0
@yongkyardhana,Sangat berkelas,1 day ago,0
@DedenIsmail-dh9bt,mewahhhh,1 day ago,0
@MyMiniPlanet,"Potret Pejabat yang kerja buat rakyat dan rakyat bisa merasakan kerjanya tulus. Ga pake tipu tipu, omon omon, pencitraan. Kami bersamamu pak Purbaya",1 day ago,0
@faizin206,keren,1 day ago,0
@khairulfahmi2239,Was Brilliant👍👍,1 day ago,0
@knuckles_mx869,kereeen pak,1 day ago,0
@sriwahyuningsih4041,Daging semua ini pak purbaya dg p.gita ex menteri perdagangan jmn p. Sby,1 hour ago,0
@taufiqfaturrahman7276,"Keren !!!!!
Setidaknya saya rakyat biasa bisa tau pembicaraan penting ini",1 day ago,0
@AlvaInspirasi,FULL DAGING.... Terimakasih mengajari kami yang nggak sekolah tinggi...,13 hours ago,0
@dimasnovadhiansyah315,Menarik topiknya,1 day ago,0
@sinatryaian6800,good,19 hours ago,0
@bly961,"Luar biasa pak Gita, bintang tamu kali ini bukan kaleng2 😁",1 day ago,0
@edusainstv9182,Diskusi full daging 🎉,1 day ago,0
@akusopo1713,"Yang tidak pernah belajar ekonomi, dari sini kita dapat asupan protein yang sangat mahal harganya.. 

Sehat selalu, dan semoga dilindungi Allah dari segala keburukkan setan berwujud manusia..",1 day ago,0
@FaisalHafidzM,Andre Taulany pinter juga ekonominya😂😂,12 hours ago,1
@hanssalinno6307,Visi misi keren dan logis,1 day ago,0
@rifkifadillah2057,Terlalu mewah ini podcast,7 hours ago,0
@ajie5054,Menarik,13 hours ago,0
@hansensebastianpakpahan6488,Akhirnya keresahan tentang pendidikan Pak Gita ada yg respon,1 day ago,0
@hrstr5282,"Salam dari ex Halliburton, yg sekarang bangun dunia usaha juga...ternyata ekonomi menarik",13 hours ago,0
@amijaya2091,"Seorang presiden bisa sukses mempimpin suatu negara bila tangan kiri dan kanannya jalan, 
Dan rasa semangat pun hidup untuk rakyatnya bila benar benar pembantu presiden bisa seirama🎉",1 day ago,0
@DamarPanuluh-j1z,My fave Minister,1 day ago,1
@huseinalmaarif1958,Terimakasih loh pak,1 day ago,0
@iCrestfalleN,this is what we were waiting for! thank you pak GIta,1 day ago,0
@adlinseburonan,48.16 😢 menitikkan air mata saya mendengar itu,1 day ago,0
@chanelwahyudihardiantooffi4351,Daging semua. Dari soal gaji guru sampai indonesia akan GO menjulang. Semoga konsisten dan mereka2 dilindungi da diberkahi Allah SWT. Amin,10 hours ago,0
@Chairulj,Diskusi yang SANGAT BERKELAS TINGGI A+++++++++++++++++++++++++++++++++++++++,1 day ago,0
@KucingKucingKucingKucingKucing,malah kepikiran gmna jadinya bila semua anggota dpr-mpr sekaliber beliau berdua,12 hours ago,1
@DollyAgusSaputraLubis,"Kalaulah ada program untuk sekolah kembali, saya siap pak 😊",1 day ago,0
@anandafaisol4326,baru KALI INI SAYA SENENG DENGERIN MANKEU NGOMONG... SERASA KULIAH SINGKAT😍😍😍😍😍😍👍👍👍👍👍👍 TERIMAKASIH PAK GITA...,6 hours ago (edited),0
@Gasa21,Masterclass 👍👍,1 day ago,0
@Pekerja_cupuh,Bismillah bisa lanjut S.2 & S.3 pak,1 day ago,1
@keluargaazarine5640,Bahlil perlu diuji dan diundang disini,23 hours ago,1
@DwiIkhlas,"Yang mewancarai ekonom, yang diwawancarai ekonom+menkeu 👏 kali ini tontonan ekslusif ☕🔥",1 day ago,0
@helmifikri8867,MANTAP,1 day ago,0
@EkoPurnomo-z4i,"Masuk tema ""beasiswa & pendidikan"", dl ada yg pernah bilang, jangan jadikan pendidikan itu sebagai beban biaya tp jadikan itu sebagai investasi....",1 day ago,0
@AryaDjodipati,"Ini beneran Menteri, Pak Gita juga seorang ekonom. Obrolan mewah :)",1 day ago (edited),0
@DeniIzranasrul,Pak Prabowo luar biasa soal sekolah itu sirap Bantu!,1 day ago,0
@radengarnisfadhilah2606,Betul sekali saya lulusan S1 teknik kimia umur 23 thn masih rebutan posisi kerja masuk industri,29 minutes ago (edited),0
@charlysnuniary3667,Ini keren. Daging semua,1 day ago,0
@didiksuhirman2954,"Saya orang awam, bisa paham obrolan, ini terimakasih pak",1 day ago,0
@Yooooma-ex1mk,Keren nih omongannya logis,1 day ago,0
@ericongko44,"Menurut saya, Indonesia banyak kok ekonom yg pintar. cuma ......

Terima kasih Om Gita dan Pak Purbaya untuk sharing-sharing nya. Sehat dan sukses selalu.",1 day ago,0
@pemudatangguh8243,"gila kedua orang iniii... kacauuu... Cerdasssss  visioner realistis .. 
sakiiiiittt.. andai semua menteri kayak gini",6 hours ago,0
@abdullohnetsolution,Diskusi yang bagus dan berbobot,19 hours ago,0
@wawancarwan4529,"Saya orang bodoh tapi,saya seru dengerin obrolan ini 😊😊",21 hours ago,0
@sukitokun,Damn! I Love this discussion.,1 day ago,0
@YogusSandalapu,Pengen lanjut S3 beasiswa Pak Purbaya 😊,5 hours ago,0
@primatajenius28,EPIC TALK!,11 hours ago,0
@mudainvestor9098,Se-visioner itu lho Pak President Prabowo.. bravo!,7 hours ago,0
@workhardforeducation,PR nya buanyak ! intinya Good Governance,1 day ago,0
@CoachKemas,❤❤❤,19 hours ago,0
@sofianwar3825,❤❤❤,14 hours ago,0
@maulyamaul,Membaca belajar kuncinya.,18 hours ago,0
@tamtam-v5d,This is a very impressive interview. Thank you Pak Gita 🙏🏻,1 day ago,0
@7refalde,"Jauh dibanding mentri sebelumnya yg katanya terbaik, pak pur ini absolute cinema",1 day ago,0
@sukseschannel26,Good podcast 😊👍,10 hours ago,0
@rosyidmukhlasin,Duo mekanik ekonomi handal,1 day ago,0
@dedirust33,"Negri ini butuh orang2 yg berkompeten / berilmu sesuai bidangny,,, klo jtoh pda orng yg tdk tepat mka tnggulah hancurnya,,,",6 hours ago,0
@NizmaMaulida-s9g,Sepanjang 2025 yng saya lihat ini podcast trbaik,14 hours ago,0
@akhmadkhoirul7029,"Ini gila si, daging semua berasa kuliah 10 prodi",1 day ago,0
@christianhartono8655,Ngalir dan full ilmu,1 day ago,0
@Adzkaalfathir,i love u pak purbaya,1 day ago,0
@joapurnomo,Ini diskusi berbobot 😊,1 day ago,0
@haya000147,Woww 🎉🎉🎉,1 day ago,0
@leodwi4105,this man desrve protection by any cost. Cause 'People' will brought him down with any cost too,1 day ago,0
@diahutami3873,Purdue Harvard Discussion👍,6 hours ago,0
@mipasitohang,Podacast ter asik dipenghujung 2025 ini !! 👍👍,1 day ago,0
@salsabilaazzahr,"Podcash berat tapi berbobot.. 
Terimakasih atas kontribusi kalian untuk Nkri tercintaa",1 day ago,0
@muhammadlatifalwi7562,Top quality podcast pak Gita 👍,1 day ago,0
@yufitacell7564,Love pak Pur ❤ love pak Gita,1 day ago,0
@Purwi_lestari_handayani,LPDP tolong jangan dibatasi umur,23 hours ago,2
@allfaprakosoputra8346,"Jarang melihat Pak Gita podcast tapi terlihat lebih antusias, lebih santai dan banyak ketawa, biasanya Pak Gita  mengikuti siapa narasumbernya",1 day ago,0
@jacobsethjoniperus6709,Makasih pak Gita. Capek jg gorengan gosip,1 day ago,0
@nu2883,keren,1 day ago,0
@dwiwicak10,keren,1 day ago,0
@riakeban6159,Pengen sekolah lagi ambil ekonomi Karna pak Purbaya Dan pak Gita 😅😅,10 hours ago,0
@yudipermana3705,Full daging 🎉,1 day ago,0
@yansenfernaldo9132,Cerdas,10 hours ago,0
@primatajenius28,💯💯💯💯💯💯💯,11 hours ago,0
@LuoganLiviaJAhza,Puncak tanggungjawab dari semua kepakaran adalah ilmu ekonomi,1 day ago,0
@Sandyourheart,Full materi penting ekonomi indonesia,1 day ago,0
@ekips8703,akhirnya saya melihat ada menteri yg pinter,23 hours ago,0
@iforce6567,Kelas 1 semester yg per semesternya durasinya usia pak pur plus pak gita. Lipat2 waktu gratis yg mahal. Tks end game ❤,1 day ago,0
@RafflesID,"Nyambung tu pak obrolannya, ajak masuk pak",1 day ago,0
@journeyoferry,Ini baru podcast smart people bukan yang ngurusin aib orang.,12 hours ago,0
@masgilanng,❤,3 hours ago,0
@__jkk28,kerenn.. berasa kuliah ekonomi 2 SKS,1 day ago,0
@rikochandra8326,"Pak Purbaya, ceritain dong mekanisme money printing..",3 hours ago,0
@apaliatliat71,Purbaya membuat Rakyat Pinter...,1 day ago,0
@rizkipratamakamarulah2430,👍👍,10 hours ago,0
@ClaudioDasilvamarques,Purbaya no1,1 day ago,0
@kangcukurnaikhaji,wahhh ada pak purr,1 day ago,0
@DismanDismanmane,Hebat,1 day ago,0
@rawrr_19382,Podcast keren.,1 day ago (edited),0
@KangNur.,"Meski cuma tukang vukur tp aq berusaha memahami ,eski tidak semua aq paham❤",1 day ago,1
@anggorosetyo2421,2 top .....kelasss,23 hours ago,0
@Langleylangleysepatu,"Obrolan keren
Saya tukang ban... Ngerasa bangga denger ini meskipun saya ga ngerti",1 day ago,0
@annisaaziza4129,❤❤❤❤❤,6 hours ago,0
@ssuperpremium-b1c,"Pak purbaya ternyata dulunya seperti dr. Tirta, dari situlah beliau berdua bisa sampai sekarang",1 day ago,0
@emhahabibi8914,❤❤❤❤❤,3 hours ago,0
@Imam_nawa,❤❤❤❤❤❤,14 hours ago,0
@okyabri5762,Podcast keren ❤🎉,1 day ago,0
@FinestMusicid,What a interview,15 hours ago,0
@achmadsancoko06,"Ngeriiii, harusnya nontonya pakai tiket hehe😢",1 day ago,0
@faisalsul-d9z,jangar hulu aing hahahaha,1 day ago,0
@yanzuguterrez41,Podkes wagyu 🔥,1 day ago,0
@KubuCanduang,Acara yang mewah.,1 day ago,0
@anggreynataleo8569,"kalo 1 indonesia isinya orang kek gini smua, maju negara kita ini
sehat trus orang baik",19 hours ago,0
@ridofficial1800,Ketika bapak ngomongin ekonomi 😮😮,1 day ago,1
@VidiBW,Obrolan tingkat tinggi ..... mas gibran dengerin nih wkwk,1 day ago,0
@aslanistiqro5687,dagingg semua topppp,1 day ago,0
@jackofnone500,"Jujur yang ini nyampee, no normatif capek dengernya",1 day ago,1
@maslimwidjaja1963,Utk Pak Gita yang terhormat. Kalau boleh frekuensi dipercepat dong.  Saya pencinta acara bapak . Tapi lamanya ampun2 😂😂😂.gemes pak menanti yg terbaru.😁,1 day ago,0
@muhamadrizky7872,wow,17 hours ago,0
@zizik5406,Wow daging semua isinya,1 day ago,0
@alghifari-l4h,ilmu mahallll,12 hours ago,0
@laikalaika3113,"Bismillah🤲... 
Dilancarkan Tuhan utk Negeri Ini",7 hours ago,0
@irwansubianto4234,ini daging,1 day ago,0
@junedisar,Negara kita banyak lulusan ekonomi. Sedikit lulusan teknik.,1 day ago,1
@antonysyah79,kalau nonton podcast pak purbaya menjelaskan dengan bahasa bayi serasa IQ makin naik walaupun...,1 day ago,0
@yessifitrianti7821,Top,1 day ago,0
@HadiHadi-cr4sv,Duet maut 🔥🔥🔥,1 day ago,0
@basyarismail7583,Pak president !! Secepatnya laksana walau bertahap Indonesia kita butuh orang pintar dan baik doktrin mereka yang dididik nanti cinta negara .,1 day ago,0
@muhammadsuriansyah1708,aSLiiii DAGIIINGGG !!!!,15 hours ago,0
@diayuarifa5583,memang mencurigakan yg sebelumnya,1 day ago,0
@ABBAD_BABEL,Alhmdulillah ...,10 hours ago,0
@ranmedia05,Diskusi orang-orang hebat.. siapa sepakat,1 day ago,1
@ZaenalAbidin-hf3td,GOKS,1 day ago,0
@GainTunes-n8l,"setelah nyimak & lihat mentri dgn background profesional serta pendidikan jelas ,maka serasa melihat tumpukan sampah berbau saat melihat dan menyimak kinerja para mentri yg berasal dari politik.",22 hours ago,0
@davidleeroth007,"Memang kita sangat kurang sarjana"" STEM untuk negara menjadi Maju",13 hours ago,0
@NurHidayat-nz2yx,Ngeri,12 hours ago,0
@walinclassic2518,Kayu rak bukunya pak Gita melengkung. Kirain cuma rak buku saya saja...,1 day ago,0
@yann9980,36:01 maafkan generasi kita pak 😂,21 hours ago,1
@badut5462,ngeri pak purbaya ini🔥,1 day ago,0
@agussulistiyo5925,"Asli, Pak Purbaya gayanya memang suombong, tp asik 😅",12 hours ago,0
@direstui,"Agresif penting, namun akan menimbulkan resiko yang besar juga. Bagaimana kalau managemen agresif dengan membuat sedikit demi sedikit pola. Sehingga akan pola yang sudah dibuat akan dicopy dan diperbaiki untuk membuat pola berikutnya. Jaya Indonesia, terima kasih pemimpin negri yang berfikir sangat jauh.",21 hours ago,0
@MuhammadHumaidy-e1k,"Usia saya 67 tahun, dengerin kak Purbaya rasa masih muda. Kita dibikin haus ilmu.",1 day ago,0
@rulplus,❤🎉❤,5 hours ago,0
@cahyansusanto8352,Beneran kuliah ini sih,10 hours ago,0
@panjiyanuarne3427,legit...!!,1 day ago,0
@sivoglio,Gw pusing tp penasaran 😂,1 hour ago,0
@bandungleather,"Hambatan terbesar  angka 8 % kita ...""mega surplus politisi""  & ""defisit teknokrat""",1 day ago,1
@maliksimamora8272,Amin,36 minutes ago,0
@Chalangechad,Bener pak omset okt-nov terbesat,1 day ago,0
@erlanggaRD,Gila daging semua isinya😮😮😮,1 day ago,0
@G3G3135,Akhirnya,1 day ago,0
@hayuara7524,Bener Mewah buat saya yg bukan ekonom. Rakyat biasa saja ah.... Bener ini diatas Standar orang Indonesia,1 day ago,0
@weydill7518,Mahaal 🎉,1 day ago,0
@DRAltezza,Jelass ya skolah nyaaa wokwokwok,23 hours ago,0
@pradityavicky,"nonton ketiga kalinya (lanjutan)
- yang pertama ketiduran
- yang kedua ga fokus karena sambil kerja
- yang ketiga (saat ini) semoga gak ngang ngong",13 minutes ago,0
@misterer8390,Bocoram nih saham geoyermal bakal naik 😀,23 hours ago,0
@raincodemyid,"Setuju, Pertumbuhan Ekonominya dulu.",1 day ago,0
@nuraini-yd6sy,Kalau ekonomi bagus  --- semoga rakyat suka bayar pajak pak ---,1 day ago,1
@ressaputra6114,Seru nih ada bapak gue,1 day ago,0
@muhammadanangcahyono7283,Dialok yg berkelas,21 hours ago,0
@gunawannurdin3854,Tontonan mewah,1 day ago,0
@bobbysuryono9051,Seru,1 day ago,0
@FedyNatama,42:18 semoga Allah mempermudah hajat bapak berdua🥹 Amiin..amiin,1 day ago,1
@arkhampanggayuh5048,Baru lihat 2 menit . Pembicaraan nya cerdas anjirrr,23 hours ago,0
@chandra8563,"Tambah 10 jam lagi bisa nggak podcast nya?  
Ga berasa 1.5 jam secepat ini karena terlalu nyimak 😁",22 hours ago,0
@yh.y6406,Berasa sedang belajar matkul ekonomi..,1 day ago,0
@fahmiofficial7329,Serasa LG kuliah😊,1 day ago,0
@Benny.Willyanto,next wawancara menteri ESDM.....,1 day ago,0
@go_ndezz1625,"Denger 2 org diskusi dgn level intelligent yg setara bener2 ngeri dahh 😂😂

Berasa pengen lanjut kuliah lagi 😊",14 hours ago,0
@UNKNOWN-xyz25,keren dan menggairahkan pembahasannya tp tolong korupsi dan pajak tepat sasaran lebih urgent sebagai pondasi,1 day ago,0
@azdynramadhan2214,this is wild,1 day ago,0
@ajie5054,Klo tom lembong gabung ini pasti seru,12 hours ago (edited),0
@antoR.Sulistyanto,saya pengen podcast berikutnya narasumber luhut binsar panjaitan,1 day ago,0
@dianpriyambudi,"Pak GW tolong undang wapres dong, supaya kita tau kualitas lulusan oz/sg/uk 🙏🏼",10 hours ago,1
@tbsmtraining,"saya guru honorer, saya sangat berterimakasih :)",1 day ago,0
@wiwiksulastri7176,❤❤❤,1 day ago,0
@elviradondo5128,Nonton ini Berasa ikut hitung uang negara😂,23 hours ago,0
@fadhilabdurrofi663,podcast orang pintar,44 minutes ago,0
@rendimuhammadfikri6006,Kalau pak Gita yang jelasin saya gak ngerti 😂 tapi kalau pak Purbaya yang jelasin mudah sekali dipahami,1 day ago,0
@alfirdausdaus4404,Baru kali saya mendengar pak gita. Bilang. Sory. Yg renyah..😅,1 day ago,0
@DhanialRizkyWiraPutra,35:56 - 36:47 Kok mengkhawatirkan ya calon generasi masa depan 😳,20 hours ago,0
@GayuhMantra,sip,8 hours ago,0
@yahyanajib745,sudah lama tidak melihat sosok pemimpin yang benar benar pemimpin🥺,11 hours ago,0
@dwiandriawan4810,Wah pak gita makin terkenal nih hahaha banyak komenan baru 😅 .,1 day ago,0
@muhammadiqbalmusara1751,"BEASISWA UNTUK TECHNOLOGY PENERBANGAN PAK,SAYA SIAP 😅,BIAR KITA BUAT SENDIRI",1 day ago,0
@dennypeyek2856,Semoga ada jilid 2,1 day ago,0
@ramatribaktibakti4735,Biarkan saya memulihkan ekonomi dulu...saya pikir ia sangat jujur..🙏👍,14 hours ago,0
@Denyal123,gokil,1 day ago,0
@RahmatSantoso-em4bm,Padahal pajak kita sangan tinggi. Tp kita terlanbat maju,22 hours ago,0
@rizalmasri5266,"Tontonan Mewah,,,",1 day ago,0
@renodty,Ditunggu naval rafikant x endgame 🔥,1 day ago,0
@Heroepurwanto,"Melihat kualitas pemikiran mrk berdua, Sy sangat yakin 2 org ini ijazah nya ASLI",1 day ago (edited),0
@faisaldharmansah4954,❤,1 day ago,0
@rhyanz46,46:20 secercah harapan :hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes:,22 hours ago,0
@ridwanchokky1034,❤,9 hours ago,0
@RIANDYIRAWAN,Ternyata asli orang cerdas,1 day ago,0
@kirrkir450,Andai pak pur jd menkeunya 10 tahun yg lalu,1 day ago,0
@nurulafiani3429,❤❤❤❤❤❤❤,23 hours ago,0
@orzni,Belum pernah nonton perbincangan menteri selugas ini,1 day ago,1
@Cheznanestamarley,"ICOR 3, bismillah",19 hours ago,0
@idhadarnayanti9800,🥰🥰😇,5 hours ago,0
@dodolaja10,Orang pintar 'kan sdh banyak.. 😊,1 day ago,0
@davevarrel3048,saya mau ikut daftar s3 pak pur,4 minutes ago,0
@AlAnwar-l3j,Nontonan berkelas.,1 day ago,0
@adrntyanuar,"Percayalah kalau semua jajaran menteri bisa kerja seperti beliau, indonesia pasti lebih maju hehehe
Terimakasih pak Gita sudah mengundang beliau",1 day ago,0
@yalissatpolpp5302,Omongan berkelas...,1 day ago,0
@denbagoeschannel4620,Kuliah gratis dan bermutu❤,10 hours ago,0
@pt.sinarcahayaanugerah9162,Wow,1 day ago,0
@Xiionnpc,podcast mahal akhir tahun ini,12 hours ago,0
@dendysp425,Ini bukan cuma daging aja.. tapi sayur buah segala jenis makanan ikut juga,7 hours ago,0
@sonijuve582,❤❤❤,1 day ago,0
@BlooperMr,"Semoga masukan para great minds ini tidak dimentahkan oleh yang hanya bisa omon2,,, ngomong A, perbuatan B. Ujung2nya politik culas,.

Semoga Allah jaga anda berdua, Pak. Indonesia jaya..",22 hours ago,0
@rtwo231,Saya siap disekolah kan pak S3 hehe,1 day ago,0
@roniehillsmoreno4711,Rame yang nonton nih mentri idaman😅😅,10 hours ago,0
@eddyevodius,32:50 orang yg belajar Science bisa mentranslasi ketidakpastian menjadi lebih jelas. Duniawi tapi dibutuhkan 😅,5 hours ago,1
